Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
BDKBJLID_00143	NADH-flavin oxidoreductase/NADH oxidase	LFTS_01852	~~~~~~2,4-dienoyl-CoA reductase	NADH:flavin oxidoreductase / NADH oxidase family	namA	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	1.6.99.1	ko:K00354		C
BDKBJLID_00144	permease	LFTS_01853	~~~~~~Threonine/homoserine efflux transporter RhtA	EamA-like transporter family	yijE	GO:0000099,GO:0000101,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0098656,GO:1901682,GO:1903825,GO:1905039				EG
BDKBJLID_00145	permease	LFTS_01853	~~~~~~Threonine/homoserine efflux transporter RhtA	EamA-like transporter family	yijE	GO:0000099,GO:0000101,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0098656,GO:1901682,GO:1903825,GO:1905039				EG
BDKBJLID_00146	putative FAD dependent oxidoreductase	LFTS_01854	~~~~~~L-2-hydroxyglutarate oxidase LhgO	PFAM FAD dependent oxidoreductase	lhgO		1.1.99.2	ko:K00109,ko:K15736		S
BDKBJLID_00147	hypothetical protein	LFTS_01855	~~~~~~hypothetical protein
BDKBJLID_00148	preprotein translocase subunit TatA	LFTS_01856	~~~~~~sec-independent protein translocase protein TatA	protein secretion	tatA			ko:K03116		U
BDKBJLID_00149	cbb3-type cytochrome oxidase, subunit 1	LFTS_01857	1.9.3.1~~~~~~cytochrome c oxidase cbb3-type subunit 1	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	ccoN		1.9.3.1	ko:K00404		C
BDKBJLID_00150	putative methyltransferase	LFTS_01858	~~~~~~small ribosomal subunit Rsm22	Mitochondrial small ribosomal subunit Rsm22						J
BDKBJLID_00151	catalytic LigB subunit of aromatic ring opening dioxygenase	LFTS_01859	1.13.11.15~~~~~~3,4-dihydroxyphenylacetate 2,3-dioxygenase	3-carboxyethylcatechol 2,3-dioxygenase activity			1.13.11.15	ko:K00455,ko:K15777		S
BDKBJLID_00152	hypothetical protein	LFTS_01860	~~~~~~hypothetical protein
BDKBJLID_00153	putative radical SAM family protein	LFTS_01861	2.1.1.192~~~rlmN~~~23S rRNA (adenine2503-C2)-methyltransferase	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	rlmN		2.1.1.192	ko:K06941		J
BDKBJLID_00154	putative phosphoesterase, PAP2 family	LFTS_01862	3.6.1.27~~~~~~undecaprenyl-diphosphatase	PAP2 superfamily			3.6.1.27	ko:K19302		I
BDKBJLID_00155	hypothetical protein	LFTS_01863	~~~~~~hypothetical protein
BDKBJLID_00156	small-conductance mechanosensitive channel	LFTS_01864	~~~~~~Small-conductance mechanosensitive channel	transmembrane transport				ko:K22044		M
BDKBJLID_00157	hypothetical protein	LFTS_01865	~~~~~~hypothetical protein
BDKBJLID_00158	putative permease	LFTS_01866	~~~~~~Sulfite exporter TauE/SafE	Sulfite exporter TauE/SafE				ko:K07090		S
BDKBJLID_00159	putative two component, sigma54 specific, transcriptional regulator, Fis family	LFTS_01867	~~~~~~two-component system, NtrC family, nitrogen regulation response regulator GlnG	Bacterial regulatory protein, Fis family				ko:K02481		T
BDKBJLID_00160	hypothetical protein	LFTS_01868	~~~~~~hypothetical protein
BDKBJLID_00161	putative periplasmic sensor signal transduction histidine kinase	LFTS_01869	~~~~~~Signal transduction histidine kinase	PhoQ Sensor			2.7.13.3	ko:K10819,ko:K18143		T
BDKBJLID_00162	putative peptidase, M23B family	LFTS_01870	~~~~~~Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, containing LysM domain	Peptidase family M23	envC_2		3.4.24.75	ko:K08259,ko:K21471		M
BDKBJLID_00163	hypothetical protein	LFTS_01871	~~~~~~hypothetical protein
BDKBJLID_00164	putative membrane protein	LFTS_01872	2.3.1.15~~~plsY~~~glycerol-3-phosphate acyltransferase PlsY	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY		2.3.1.15	ko:K03977,ko:K08591		I
BDKBJLID_00165	phosphatidylglycerophosphate synthase	LFTS_01873	2.7.8.5~~~pgsA~~~CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-alcohol phosphatidyltransferase	pgsA	GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0090407,GO:1901576	2.7.8.41,2.7.8.5	ko:K00995,ko:K08744	iSB619.SA_RS06365	I
BDKBJLID_00166	low specificity HAD superfamily phosphatase	LFTS_01874	3.1.3.45~~~~~~3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)	Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate	kdsC		3.1.3.45	ko:K03270		S
BDKBJLID_00167	putative sugar phosphate isomerase involved in capsule formation	LFTS_01875	5.3.1.13~~~~~~arabinose-5-phosphate isomerase	Belongs to the SIS family. GutQ KpsF subfamily	kdsD		5.3.1.13	ko:K03281,ko:K06041	iAF987.Gmet_1278	M
BDKBJLID_00168	3-deoxy-D-manno-octulosonic acid 8-phosphate synthase	LFTS_01876	2.5.1.55~~~kdsA~~~2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	DAHP synthetase I family	kdsA		2.5.1.55	ko:K01627		M
BDKBJLID_00169	CTP synthase	LFTS_01877	6.3.4.2~~~pyrG~~~CTP synthase	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	GO:0001775,GO:0002376,GO:0003674,GO:0003824,GO:0003883,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006241,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009208,GO:0009209,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016020,GO:0016874,GO:0016879,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032943,GO:0034404,GO:0034641,GO:0034654,GO:0040007,GO:0042098,GO:0042100,GO:0042110,GO:0042113,GO:0042221,GO:0042455,GO:0042493,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045321,GO:0046036,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046649,GO:0046651,GO:0050896,GO:0055086,GO:0070661,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	6.3.4.2	ko:K01937	iAF987.Gmet_1276,iECO103_1326.ECO103_3323,iNJ661.Rv1699,iPC815.YPO3377	F
BDKBJLID_00170	CMP-2-keto-3-deoxyoctulosonic acid synthetase	LFTS_01878	2.7.7.38~~~kdsB~~~3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB		2.7.7.38	ko:K00979		M
BDKBJLID_00171	ADP-heptose synthase, biproductal sugar kinase/a denylyltransferase	LFTS_01879	2.7.7.70~~~rfaE~~~D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase	Phosphomethylpyrimidine kinase	rfaE		2.7.1.167,2.7.7.70	ko:K03272		M
BDKBJLID_00172	signal peptidase I	LFTS_01880	3.4.21.89~~~lepB~~~signal peptidase I	Signal peptidase, peptidase S26			3.4.21.89	ko:K03100		U
BDKBJLID_00173	membrane GTPase LepA	LFTS_01881	~~~lepA~~~GTP-binding protein LepA	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner	lepA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0006950,GO:0006970,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009268,GO:0009409,GO:0009628,GO:0009651,GO:0009987,GO:0010467,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042802,GO:0043021,GO:0043023,GO:0043024,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0050896,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K03596		M
BDKBJLID_00174	membrane GTPase LepA	LFTS_01881	~~~lepA~~~GTP-binding protein LepA	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner	lepA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0006950,GO:0006970,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009268,GO:0009409,GO:0009628,GO:0009651,GO:0009987,GO:0010467,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042802,GO:0043021,GO:0043023,GO:0043024,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0050896,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K03596		M
BDKBJLID_00175	putative glycoside hydrolase, family 15	LFTS_01882	~~~~~~Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family	glucan 1,4-alpha-glucosidase activity						G
BDKBJLID_00176	histidyl-tRNA synthetase	LFTS_01883	6.1.1.21~~~hisS~~~histidyl-tRNA synthetase	Histidyl-tRNA synthetase	hisS		6.1.1.21	ko:K01892		J
BDKBJLID_00177	putative glycoside hydrolase, family 15	LFTS_01884	~~~~~~Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family	glucan 1,4-alpha-glucosidase activity						G
BDKBJLID_00178	AraC-type DNA-binding domain-containing protein	LFTS_01885	~~~~~~transcriptional regulator, AraC family	helix_turn_helix, arabinose operon control protein						K
BDKBJLID_00179	aldo/keto reductase family protein	LFTS_01886	~~~~~~putative oxidoreductase	aldo keto reductase						C
BDKBJLID_00180	membrane protein	LFTS_01887	~~~~~~hypothetical protein	Protein of unknown function (DUF2892)						S
BDKBJLID_00181	DNA-(apurinic or apyrimidinic site) lyase /endonuclease III	LFTS_01888	4.2.99.18~~~nth~~~DNA-(apurinic or apyrimidinic site) lyase /endonuclease III	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate	nth		4.2.99.18	ko:K10773		L
BDKBJLID_00182	ATP-dependent Lon protease, bacterial type	LFTS_01889	3.4.21.53~~~lon2~~~ATP-dependent Lon protease	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	lon		3.4.21.53	ko:K01338		O
BDKBJLID_00183	small heat shock protein	LFTS_01890	~~~~~~HSP20 family protein	Belongs to the small heat shock protein (HSP20) family	MA20_45160			ko:K13993		O
BDKBJLID_00184	protein chain release factor B	LFTS_01891	~~~prfB~~~peptide chain release factor 2	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	prfB	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016149,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K02836		J
BDKBJLID_00185	apolipoprotein N-acyltransferase	LFTS_01892	2.3.1.-~~~lnt~~~apolipoprotein N-acyltransferase	Carbon-nitrogen hydrolase	lnt			ko:K03820		M
BDKBJLID_00186	hypothetical protein	LFTS_01893	~~~~~~hypothetical protein
BDKBJLID_00187	hypothetical protein	LFTS_01894	~~~~~~hypothetical protein
BDKBJLID_00188	DNA ligase-1	LFTS_01895	6.5.1.1~~~~~~DNA ligase-1	dna ligase	lig	GO:0003674,GO:0003824,GO:0003909,GO:0003910,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006266,GO:0006271,GO:0006273,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016874,GO:0016886,GO:0022616,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360,GO:1901576	6.5.1.1,6.5.1.6,6.5.1.7	ko:K10747		L
BDKBJLID_00189	putative N-acetyltransferase family protein	LFTS_01896	~~~~~~Acetyltransferase (GNAT) family protein	-acetyltransferase	acuA	GO:0001101,GO:0003674,GO:0003824,GO:0006066,GO:0006355,GO:0006950,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009056,GO:0009267,GO:0009605,GO:0009847,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010034,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016407,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019152,GO:0019219,GO:0019222,GO:0019751,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032502,GO:0033554,GO:0034077,GO:0034078,GO:0034311,GO:0034313,GO:0042149,GO:0042180,GO:0042182,GO:0042221,GO:0042594,GO:0042844,GO:0042846,GO:0043894,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0045013,GO:0045014,GO:0045149,GO:0045150,GO:0045892,GO:0045934,GO:0045990,GO:0046015,GO:0046164,GO:0046174,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0055114,GO:0060255,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071311,GO:0071496,GO:0071704,GO:0080090,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1901701,GO:1902652,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K04766		K
BDKBJLID_00190	hypothetical protein	LFTS_01897	~~~~~~hypothetical protein
BDKBJLID_00191	putative Lon family ATP-dependent protease	LFTS_01898	3.4.21.53~~~lon~~~Lon protease	ATP-dependent protease La (LON) substrate-binding domain	lonD		3.4.21.53	ko:K01338,ko:K07157		S
BDKBJLID_00192	putative AAA+ superfamily ATPase	LFTS_01899	~~~~~~hypothetical protein	Protein of unknown function (DUF815)	MA20_41470			ko:K06923		S
BDKBJLID_00193	hypothetical protein	LFTS_01900	~~~~~~hypothetical protein	Cupin superfamily (DUF985)	MA20_39615			ko:K09705		G
BDKBJLID_00194	inosine-5'-monophosphate dehydrogenase	LFTS_01901	1.1.1.205~~~guaB~~~IMP dehydrogenase	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	iAPECO1_1312.APECO1_4018,iECABU_c1320.ECABU_c28100,iECP_1309.ECP_2510,iECSF_1327.ECSF_2349,iUTI89_1310.UTI89_C2826,ic_1306.c3027	F
BDKBJLID_00195	GMP synthase (glutamine-hydrolyzing)	LFTS_01902	6.3.5.2~~~guaA~~~GMP synthase (glutamine-hydrolysing)	Catalyzes the synthesis of GMP from XMP	guaA	GO:0003674,GO:0003824,GO:0003921,GO:0003922,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046037,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.3.1.128,6.3.5.2	ko:K01951,ko:K03790	iLJ478.TM1820	F
BDKBJLID_00196	hypothetical protein	LFTS_01903	~~~~~~hypothetical protein
BDKBJLID_00197	hypothetical protein	LFTS_01904	~~~~~~hypothetical protein
BDKBJLID_00198	hypothetical protein	LFTS_01905	~~~~~~hypothetical protein
BDKBJLID_00199	aspartyl-tRNA synthetase	LFTS_01906	6.1.1.12~~~aspS~~~aspartyl-tRNA synthetase	Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn)	aspS	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	6.1.1.12	ko:K01876		J
BDKBJLID_00200	glutamine synthetase	LFTS_01907	6.3.1.2~~~glnA~~~glutamine synthetase	Glutamine synthetase, catalytic domain	glnA		6.3.1.2	ko:K01915		E
BDKBJLID_00201	PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein	LFTS_01908	~~~~~~PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein	Putative diguanylate phosphodiesterase			2.1.1.80,3.1.1.61	ko:K13924		T
BDKBJLID_00202	dihydrolipoamide dehydrogenase	LFTS_01909	1.8.1.4~~~merA~~~dihydrolipoamide dehydrogenase	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	pdhD		1.16.1.1,1.8.1.4	ko:K00382,ko:K00520		C
BDKBJLID_00203	hypothetical protein	LFTS_01910	~~~~~~hypothetical protein
BDKBJLID_00204	transglycosylase	LFTS_01911	~~~~~~Transglycosylase SLT domain-containing protein	lytic transglycosylase activity						M
BDKBJLID_00205	iron-sulfur cluster insertion protein	LFTS_01912	~~~~~~iron-sulfur cluster insertion protein	Belongs to the HesB IscA family				ko:K13628,ko:K15724		S
BDKBJLID_00206	hypothetical protein	LFTS_01913	~~~~~~hypothetical protein
BDKBJLID_00207	hypothetical protein	LFTS_01914	~~~~~~hypothetical protein
BDKBJLID_00208	putative transcription elongation factor GreA	LFTS_01915	~~~greA~~~transcription elongation factor GreA	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	GO:0001098,GO:0001108,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016020,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030312,GO:0031323,GO:0031326,GO:0032774,GO:0032784,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046677,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141		ko:K03624		K
